title,vote_average,vote_count,runtime,genres,year
The Goddess,6.4,9.0,73.0,['drama'],1934
Intimate Lighting,6.5,4.0,71.0,"['music', 'drama', 'comedy']",1965
Sweeney Todd: The Demon Barber of Fleet Street,5.6,6.0,76.0,['horror'],1936
The Death King,6.8,19.0,80.0,['horror'],1990
The Dark Knight Rises,7.6,9263.0,165.0,"['action', 'crime', 'drama', 'thriller']",2012
Hovering Over the Water,7.5,2.0,143.0,"['drama', 'romance']",1986
Dacii,7.5,6.0,110.0,"['war', 'drama', 'history']",1967
The Bourne Legacy,6.0,2683.0,120.0,"['action', 'thriller']",2012
"Don't Worry, I'm Fine",7.3,168.0,96.0,['drama'],2006
I Melt with You,5.5,26.0,129.0,"['drama', 'thriller']",2011
Sherlock Holmes: A Game of Shadows,7.0,3971.0,129.0,"['adventure', 'action', 'crime', 'mystery']",2011
Life in a Day,7.3,84.0,95.0,['documentary'],2011
Evidence of Blood,5.9,7.0,0.0,"['tv movie', 'drama']",1998
The Cost of Living,6.3,8.0,98.0,['comedy'],2003
Flamenco,5.5,2.0,100.0,['foreign'],1995
A Funny Man,6.9,14.0,116.0,['drama'],2011
Judex,7.0,4.0,300.0,['adventure'],1916
Wild Animals,6.9,7.0,105.0,"['comedy', 'crime', 'drama']",1997
Moonlight Whispers,7.4,7.0,97.0,[],1999
Coriolanus,5.9,133.0,123.0,"['drama', 'thriller']",2011
Americano,5.0,19.0,105.0,['drama'],2011
Stagecoach,4.5,6.0,115.0,['western'],1966
Angelus,8.3,3.0,103.0,"['drama', 'comedy']",2001
The Forty-First,6.6,15.0,88.0,['drama'],1956
Macon County Line,7.6,4.0,89.0,['drama'],1974
Gitmek: My Marlon and Brando,0.0,0.0,90.0,['drama'],2008
Prom Night in Mississippi,8.3,3.0,90.0,['documentary'],2009
This Is Not a Film,6.9,22.0,75.0,['documentary'],2011
Carmen Comes Home,7.3,4.0,86.0,['comedy'],1951
Outside Satan,7.3,20.0,110.0,"['drama', 'foreign']",2011
The Student,6.8,4.0,124.0,"['foreign', 'drama']",2011
Shit Year,5.0,1.0,95.0,['drama'],2010
Toronto Stories,4.8,2.0,89.0,['drama'],2008
Backstage,6.8,4.0,112.0,['drama'],2005
Better Things,6.1,7.0,93.0,"['drama', 'foreign']",2008
A New Life,7.0,11.0,102.0,['drama'],2002
"Why Are the Bells Ringing, Mitica?",5.0,1.0,132.0,"['comedy', 'drama']",1981
Young Adult,5.6,368.0,94.0,"['comedy', 'drama']",2011
Mr. Bones 2: Back from the Past,5.1,4.0,101.0,['comedy'],2008
Faces in the Crowd,5.8,154.0,102.0,"['thriller', 'mystery', 'crime', 'drama']",2011
New Year's Eve,5.7,744.0,118.0,"['comedy', 'romance']",2011
Mission: Impossible - Ghost Protocol,6.8,4026.0,133.0,"['action', 'thriller', 'adventure']",2011
G.I. Joe: The Revenge of Cobra,8.0,3.0,150.0,"['family', 'fantasy', 'action', 'science fiction', 'war']",1984
We Bought a Zoo,6.5,928.0,124.0,"['drama', 'comedy', 'family']",2011
April in Paris,6.0,1.0,94.0,"['comedy', 'music', 'romance']",1952
The Girl with the Dragon Tattoo,7.2,2479.0,158.0,"['thriller', 'crime', 'mystery', 'drama']",2011
The Darkest Hour,4.8,474.0,89.0,"['horror', 'action', 'thriller', 'science fiction']",2011
Picture Me,7.3,3.0,88.0,['documentary'],2010
Last Holiday,6.8,9.0,88.0,"['comedy', 'drama']",1950
Alvin and the Chipmunks: Chipwrecked,5.4,499.0,87.0,"['comedy', 'fantasy', 'family', 'music', 'animation']",2011
Albert Nobbs,6.2,136.0,113.0,['drama'],2011
Julia's Eyes,6.7,214.0,118.0,"['horror', 'thriller']",2010
Metrobranding,1.5,1.0,92.0,"['history', 'documentary']",2010
Salvation Boulevard,5.6,28.0,96.0,"['comedy', 'thriller', 'action', 'drama']",2011
Friends with Kids,5.7,175.0,100.0,"['comedy', 'drama', 'romance']",2011
The Girl in the Red Velvet Swing,6.0,1.0,109.0,"['drama', 'romance']",1955
Intruders,5.2,164.0,100.0,"['horror', 'thriller', 'drama']",2011
Pitfall,6.6,12.0,86.0,"['thriller', 'crime', 'drama']",1948
In the Land of Blood and Honey,5.8,45.0,127.0,"['drama', 'romance', 'war']",2011
Kongo,7.3,3.0,86.0,"['horror', 'drama']",1932
Shockproof,6.2,6.0,79.0,"['crime', 'drama']",1949
Boy Meets Girl,5.5,2.0,86.0,['comedy'],1938
Model Shop,8.0,2.0,95.0,"['drama', 'romance']",1969
Broken Lullaby,6.3,6.0,76.0,['drama'],1932
The Toast of New York,3.5,2.0,109.0,"['comedy', 'drama']",1937
Texas,5.3,6.0,93.0,"['drama', 'romance', 'western']",1941
Peas at 5:30,5.6,8.0,107.0,['drama'],2004
Today's Special,6.2,34.0,99.0,"['comedy', 'romance']",2009
Brutal Beauty: Tales of the Rose City Rollers,4.0,2.0,80.0,['documentary'],2010
Sophie's Revenge,5.6,14.0,107.0,"['comedy', 'drama', 'romance']",2009
Reagan,5.2,5.0,0.0,"['documentary', 'foreign']",2011
Santa Buddies,5.0,38.0,88.0,['adventure'],2009
The Last Lions,7.2,16.0,88.0,['documentary'],2011
Machine Gun McCain,7.3,6.0,116.0,"['drama', 'action', 'thriller', 'crime', 'foreign']",1969
The Outside Man,6.8,4.0,104.0,"['crime', 'thriller']",1972
Private Hell 36,4.9,5.0,81.0,"['crime', 'drama', 'thriller']",1954
Territories,5.4,23.0,95.0,"['thriller', 'horror']",2010
Girl Walks Into a Bar,5.1,30.0,80.0,['comedy'],2011
Professor Layton and the Eternal Diva,7.6,42.0,100.0,"['family', 'animation']",2009
Bringing Up Bobby,5.1,16.0,95.0,['comedy'],2011
The Painting Sellers,0.0,0.0,58.0,['drama'],2010
On Thin Ice,0.0,0.0,60.0,"['crime', 'drama']",2009
The Chapman Report,6.3,3.0,125.0,"['comedy', 'drama', 'romance']",1962
Skyscraper Souls,3.4,5.0,99.0,"['drama', 'romance']",1932
Ladies vs Ricky Bahl,6.0,23.0,140.0,"['drama', 'comedy', 'music', 'romance', 'foreign']",2011
Pariah,7.0,33.0,86.0,['drama'],2011
A Muppet Family Christmas,6.7,15.0,48.0,"['family', 'tv movie']",1987
Kung Fu Panda Holiday,6.5,53.0,21.0,"['animation', 'family']",2010
Tanner Hall,5.4,33.0,96.0,['drama'],2009
Newlyweds,5.6,6.0,85.0,"['comedy', 'romance']",2011
The Devil Inside,4.6,263.0,83.0,"['thriller', 'horror']",2012
Born To Race,5.5,41.0,99.0,['action'],2011
Roadie,6.1,9.0,95.0,['drama'],2011
Contraband,6.1,777.0,109.0,"['thriller', 'action', 'drama', 'crime']",2012
Chak De! India,6.8,69.0,153.0,['drama'],2007
Cloportes,6.1,7.0,0.0,"['comedy', 'crime']",1965
Mantrap,5.0,1.0,86.0,"['western', 'comedy']",1926
The Last Ferry,0.0,0.0,0.0,[],1989
The Cow,7.7,10.0,105.0,"['drama', 'foreign']",1969
The Way South,5.5,2.0,143.0,[],1981
Local Color,6.5,2.0,116.0,['drama'],1977
Beneath the Darkness,4.8,45.0,96.0,['thriller'],2011
Being Elmo: A Puppeteer's Journey,7.4,62.0,80.0,"['documentary', 'family']",2011
Idol of the Crowds,4.8,2.0,60.0,"['drama', 'romance']",1937
Joyful Noise,6.7,33.0,117.0,"['comedy', 'music']",2012
Mi mejor enemigo,7.0,3.0,100.0,"['comedy', 'drama', 'foreign']",2005
To Die Like a Man,6.4,5.0,133.0,"['drama', 'music']",2009
The Sea Gull,8.5,2.0,144.0,"['romance', 'drama']",1968
Dolphin Tale,6.6,166.0,113.0,"['drama', 'family']",2011
Chico & Rita,6.5,44.0,94.0,"['animation', 'music', 'romance']",2010
The Iron Lady,6.2,540.0,105.0,"['history', 'drama']",2011
Happy Tears,4.9,12.0,96.0,"['comedy', 'drama']",2009
The Golden Boys,4.8,3.0,97.0,"['comedy', 'romance']",2008
Elena,7.0,48.0,109.0,"['drama', 'thriller']",2011
Khanei ruye ab,0.0,0.0,111.0,[],0
Aurora,5.8,7.0,181.0,['drama'],2011
With Heart & Soul,8.0,2.0,124.0,"['drama', 'war']",2009
The Conquest,5.6,36.0,105.0,"['comedy', 'drama']",2011
Mad Bastards,6.3,2.0,94.0,"['drama', 'foreign']",2010
Mr. Bug Goes to Town,5.7,10.0,78.0,"['animation', 'comedy', 'family']",1941
Work in Progress,7.2,5.0,125.0,['documentary'],2001
The Wild Bees,6.4,5.0,114.0,"['comedy', 'drama']",2001
The End of the Line,5.9,6.0,85.0,['documentary'],2009
Nostalgia for the Light,7.8,32.0,90.0,"['drama', 'documentary', 'foreign']",2010
Top Floor Left Wing,7.0,2.0,110.0,"['drama', 'comedy']",2010
Albatross,6.1,31.0,90.0,['drama'],2011
Loosies,5.8,40.0,89.0,"['comedy', 'drama', 'romance']",2012
The Revenant,6.4,84.0,110.0,"['comedy', 'horror']",2009
The Mill and the Cross,6.4,24.0,92.0,"['drama', 'history']",2011
One Trick Pony,6.5,2.0,98.0,['drama'],1980
Cat Run,6.0,45.0,102.0,"['action', 'comedy', 'thriller']",2011
Magic Christmas Tree,0.0,0.0,60.0,[],1964
The Man Next Door,6.5,13.0,110.0,"['drama', 'thriller', 'foreign']",2009
The Divide,5.7,198.0,112.0,"['horror', 'science fiction', 'drama']",2011
Underworld: Awakening,6.1,1885.0,88.0,"['fantasy', 'action', 'horror']",2012
The Grey,6.4,1476.0,117.0,"['action', 'drama', 'thriller']",2012
Man on a Ledge,6.2,936.0,102.0,"['action', 'thriller', 'crime']",2012
Sacrifice,6.2,10.0,128.0,"['drama', 'action', 'history', 'thriller']",2010
Veijarit,5.5,2.0,0.0,"['foreign', 'comedy', 'drama']",2010
The Pruitt-Igoe Myth,6.9,7.0,79.0,['documentary'],2012
First Family,2.7,3.0,97.0,['comedy'],1980
All Night Long,7.0,9.0,91.0,"['drama', 'music']",1962
Gorilla at Large,5.0,3.0,83.0,"['horror', 'thriller', 'mystery']",1954
The Garden of Eden,4.2,3.0,111.0,['drama'],2008
Time Without Pity,6.1,6.0,85.0,"['mystery', 'drama']",1957
Descongelate!,0.0,0.0,0.0,"['drama', 'comedy']",2003
White Irish Drinkers,6.3,10.0,109.0,"['drama', 'thriller']",2011
Haywire,5.6,508.0,93.0,"['action', 'thriller']",2011
Case départ,5.9,122.0,94.0,['comedy'],2011
The Las Vegas Story,4.6,8.0,88.0,['drama'],1952
My Man and I,0.0,0.0,99.0,['drama'],1952
Secrets,4.0,2.0,83.0,"['drama', 'western']",1933
Westbound,4.8,3.0,69.0,['western'],1959
The Don Is Dead,5.6,5.0,106.0,"['crime', 'drama']",1973
Contact High,7.6,9.0,98.0,['comedy'],2009
The Whistleblower,6.6,157.0,112.0,"['drama', 'thriller', 'crime']",2010
The Human Centipede 2 (Full Sequence),4.5,326.0,91.0,"['drama', 'horror', 'crime']",2011
Dad Savage,6.4,6.0,104.0,"['crime', 'thriller']",1998
You and Me,8.4,5.0,90.0,"['drama', 'crime']",1938
The Nazis - A Warning From History,8.8,4.0,289.0,['documentary'],1997
Zen,6.2,5.0,127.0,"['drama', 'history']",2009
King of Beggars,6.5,24.0,96.0,"['action', 'comedy', 'drama']",1992
Einstein and Eddington,6.8,30.0,90.0,"['history', 'drama']",2008
14 Blades,6.5,62.0,114.0,"['drama', 'action', 'thriller']",2010
The Locals,5.7,16.0,88.0,['horror'],2003
"Buona Sera, Mrs. Campbell",5.6,5.0,108.0,['comedy'],1968
40 Pounds of Trouble,6.5,1.0,106.0,[],1962
My Future Boyfriend,4.6,21.0,73.0,['comedy'],2011
The Terrorizers,7.4,5.0,109.0,['drama'],1986
Goodbye,8.5,2.0,104.0,['drama'],2011
The Loneliest Planet,5.8,19.0,113.0,['drama'],2011
Images of the World and the Inscription of War,5.0,1.0,75.0,[],1989
Policeman,5.7,10.0,105.0,['drama'],2011
Disorder,7.5,2.0,58.0,['documentary'],2009
Red Psalm,5.6,14.0,87.0,"['drama', 'war']",1972
Regeneration,7.5,6.0,72.0,"['romance', 'crime', 'drama']",1915
The Afternoon of a Torturer,7.0,2.0,76.0,"['comedy', 'drama']",2001
We Won't Grow Old Together,5.5,11.0,110.0,['drama'],1972
"Turn Me On, Dammit!",6.4,64.0,76.0,"['drama', 'comedy']",2011
Faust,6.8,39.0,140.0,"['fantasy', 'drama']",2011
Post Mortem,6.2,12.0,98.0,"['thriller', 'drama', 'horror']",2010
Decasia,6.7,7.0,67.0,['documentary'],2002
Viva,5.6,10.0,120.0,"['music', 'comedy', 'drama']",2007
Fados,6.7,3.0,90.0,"['comedy', 'foreign']",2007
Daddy Longlegs,6.4,5.0,100.0,"['drama', 'comedy']",2009
Praise,5.0,1.0,98.0,['drama'],1998
Stanley Kubrick's Boxes,6.8,15.0,48.0,['documentary'],2008
Street Mobster,6.3,8.0,92.0,"['crime', 'action', 'thriller', 'foreign']",1972
Alexandria… Why?,5.0,1.0,133.0,['drama'],1979
The Grand Maneuver,5.0,2.0,106.0,"['comedy', 'drama', 'romance']",1955
Can Go Through Skin,6.0,1.0,94.0,"['drama', 'foreign']",2009
Morgen,5.5,2.0,100.0,"['drama', 'foreign']",2010
"What's Up, Scarlet?",5.0,1.0,0.0,"['comedy', 'romance']",2005
Christmas Evil,5.6,34.0,100.0,"['drama', 'horror']",1980
Three Wise Men,5.0,1.0,0.0,"['drama', 'foreign']",2008
Call Her Savage,3.5,2.0,88.0,['drama'],1932
Apollo 18,5.0,359.0,86.0,"['horror', 'thriller', 'science fiction']",2011
Crazy Horse,7.4,4.0,134.0,"['documentary', 'foreign']",2011
Seeking Justice,5.8,314.0,105.0,"['action', 'drama', 'thriller']",2011
The Sound and the Fury,6.2,3.0,110.0,['drama'],1959
La Pointe-Courte,6.1,5.0,80.0,"['romance', 'drama']",1955
Hostel: Part III,4.8,273.0,88.0,['horror'],2011
Wyvern,5.5,14.0,90.0,"['drama', 'fantasy', 'science fiction']",2009
The Disappearance of Haruhi Suzumiya,7.8,51.0,162.0,"['animation', 'comedy', 'mystery', 'romance', 'science fiction', 'drama']",2010
The Poseidon Adventure,4.5,25.0,173.0,"['adventure', 'drama', 'thriller', 'action']",2005
A River Called Titas,4.2,3.0,159.0,"['family', 'drama']",1973
The Vanquished,5.5,3.0,110.0,"['drama', 'action', 'crime']",1953
The Blue Bird,6.0,3.0,75.0,"['drama', 'fantasy']",1918
Red Tails,5.9,180.0,125.0,"['drama', 'action', 'adventure', 'history', 'war']",2012
In Darkness,7.1,45.0,145.0,"['drama', 'war']",2011
Odd Obsession,5.8,12.0,107.0,['drama'],1959
The Flowers of War,7.1,193.0,145.0,"['drama', 'history', 'war']",2011
Enthusiasm,6.3,6.0,67.0,['documentary'],1931
The Scenesters,4.5,2.0,0.0,"['comedy', 'thriller', 'crime', 'mystery']",2009
Thunder Soul,8.4,4.0,83.0,"['documentary', 'music']",2010
The Nun,4.3,30.0,101.0,"['horror', 'mystery']",2005
Vlad,3.1,7.0,98.0,"['thriller', 'horror', 'science fiction']",2003
The Intouchables,8.2,5410.0,112.0,"['drama', 'comedy']",2011
Declaration of War,7.0,66.0,100.0,['drama'],2011
One for the Money,5.3,392.0,91.0,"['action', 'comedy', 'crime']",2012
The Incredible Petrified World,3.1,8.0,70.0,"['adventure', 'science fiction']",1957
Queen of the Amazons,3.0,3.0,61.0,['adventure'],1947
Becoming Chaz,5.0,2.0,80.0,['documentary'],2011
Countdown to Looking Glass,6.0,1.0,90.0,['drama'],1984
W.E.,5.8,62.0,119.0,"['drama', 'romance']",2011
The Innkeepers,5.4,223.0,102.0,"['horror', 'thriller']",2011
The Storage,5.4,4.0,0.0,[],2011
Nancy Goes to Rio,6.5,2.0,100.0,"['music', 'comedy']",1950
Dog Tags,3.4,7.0,90.0,['drama'],2008
Big Miracle,6.6,153.0,107.0,"['adventure', 'drama', 'romance']",2012
Collision Earth,6.0,11.0,86.0,"['action', 'science fiction', 'tv movie']",2011
The Great Bank Hoax,0.0,0.0,87.0,['comedy'],1978
The Wonderful World of Puss 'n Boots,5.3,3.0,80.0,"['family', 'action', 'adventure', 'comedy', 'animation']",1969
Reel Injun,7.1,8.0,86.0,['documentary'],2009
A Man Called Sledge,6.5,11.0,93.0,['western'],1970
Cameraman: The Life and Work of Jack Cardiff,7.4,9.0,86.0,['documentary'],2010
Six Degrees of Celebration,6.1,16.0,89.0,['comedy'],2010
Six Degrees of Celebration 2,6.8,14.0,106.0,['comedy'],2011
This Time Around,5.2,11.0,0.0,"['comedy', 'romance']",2003
Enid,6.2,6.0,82.0,['drama'],2009
Jenny,0.0,0.0,0.0,"['comedy', 'drama']",1936
The Straits of Love and Hate,0.0,0.0,108.0,[],1937
State Fair,5.3,6.0,97.0,"['comedy', 'drama', 'romance']",1933
Grave Encounters,6.2,385.0,92.0,"['thriller', 'horror']",2011
Detective Dee and the Mystery of the Phantom Flame,6.5,101.0,119.0,"['action', 'adventure', 'drama', 'mystery']",2010
Hurry Sundown,6.4,5.0,146.0,['drama'],1967
Batch '81,4.2,3.0,100.0,"['drama', 'thriller']",1982
The Eleventh Year,7.0,4.0,52.0,['documentary'],1928
Forever Yours,5.0,1.0,75.0,[],2011
The Career of Nikos Dyzma,6.1,7.0,110.0,"['comedy', 'foreign']",2002
E=mc²,6.7,8.0,120.0,"['action', 'comedy']",2002
Chronicle,6.6,1965.0,84.0,"['science fiction', 'drama', 'thriller']",2012
The Woman in Black,6.1,1237.0,95.0,"['drama', 'horror', 'thriller']",2012
Dottie Gets Spanked,6.2,5.0,30.0,"['comedy', 'drama']",1993
Woman in Love,6.3,51.0,108.0,['comedy'],2011
The Dancing Hawk,0.0,0.0,98.0,[],1978
Toast,6.3,72.0,90.0,"['drama', 'comedy', 'history', 'family']",2010
The Art of Getting By,6.4,430.0,83.0,"['drama', 'romance']",2011
The Human Resources Manager,7.2,6.0,103.0,"['comedy', 'drama']",2011
The Overcoat,5.0,4.0,101.0,[],1952
Bucky Larson: Born to Be a Star,4.4,51.0,97.0,['comedy'],2011
The Monk,5.8,32.0,101.0,['thriller'],2011
Can Mr. Smith Get to Washington Anymore?,0.0,0.0,82.0,['documentary'],2006
A Doll's House,5.6,8.0,105.0,"['comedy', 'drama']",1973
The Canyon,5.9,28.0,102.0,['thriller'],2009
Cass Timberlane,6.0,1.0,119.0,"['drama', 'romance']",1947
All Watched Over by Machines of Loving Grace,8.1,10.0,177.0,['documentary'],2011
Yes: 9012 live,0.0,1.0,67.0,['music'],1985
Kisses For My President,6.0,1.0,113.0,['comedy'],1964
Third Star,7.5,47.0,92.0,['drama'],2010
Living Proof,3.0,2.0,125.0,['drama'],2008
Barbie in the Nutcracker,6.4,182.0,76.0,"['animation', 'family']",2001
Dylan Moran: Monster,7.8,14.0,85.0,['comedy'],2004
"Dylan Moran: Like, Totally...",7.5,11.0,66.0,['comedy'],2006
Dylan Moran: What It Is,7.6,11.0,76.0,['comedy'],2009
"Dylan Moran: Yeah, Yeah",7.5,9.0,73.0,['comedy'],2011
Safe House,6.3,1361.0,115.0,"['action', 'thriller']",2012
The Vow,7.0,1328.0,104.0,"['drama', 'romance']",2012
Swamp Shark,4.3,28.0,85.0,"['tv movie', 'horror', 'thriller']",2011
Moon of the Wolf,5.4,7.0,75.0,"['horror', 'mystery', 'thriller']",1972
She Gods of Shark Reef,3.0,3.0,63.0,"['action', 'thriller']",1958
King Kong Escapes,5.9,21.0,96.0,"['action', 'fantasy', 'horror', 'science fiction']",1967
The Chocolate Soldier,0.0,0.0,102.0,['music'],1941
Frisco Jenny,5.3,4.0,73.0,['drama'],1932
My Boy Jack,6.5,19.0,93.0,"['drama', 'history']",2007
Louis C.K.: Live at the Beacon Theater,8.1,80.0,62.0,['comedy'],2011
Special Bulletin,6.8,4.0,103.0,"['tv movie', 'drama']",1983
As Luck Would Have It,5.8,19.0,98.0,"['drama', 'comedy']",2011
The Black Power Mixtape 1967-1975,7.7,6.0,100.0,['documentary'],2011
The Girl from Jones Beach,5.5,1.0,78.0,['comedy'],1949
Holding Trevor,4.7,13.0,88.0,['drama'],2007
Castle of Sand,7.5,8.0,143.0,"['drama', 'thriller', 'mystery', 'foreign']",1974
At Home by Myself... with You,0.0,0.0,90.0,['comedy'],2009
Pitfall,7.1,21.0,97.0,"['fantasy', 'drama', 'crime', 'science fiction', 'foreign']",1962
Casual Relations,0.0,0.0,80.0,['drama'],1974
Warsaw Bridge,5.0,1.0,85.0,[],1989
Monsieur Lazhar,6.6,82.0,94.0,"['drama', 'comedy']",2011
Tin Pan Alley,5.0,1.0,94.0,"['drama', 'romance']",1940
BookWars,0.0,0.0,79.0,['documentary'],2000
Kino Eye,7.8,4.0,78.0,['documentary'],1924
Silence,7.1,12.0,129.0,"['drama', 'history']",1971
"For a Good Time, Call...",5.8,111.0,85.0,['comedy'],2012
The Jodorowsky Constellation,6.1,6.0,91.0,['documentary'],1994
Casey Jones,3.8,4.0,35.0,"['action', 'adventure']",2011
Janie Jones,6.2,13.0,114.0,"['drama', 'music']",2010
Thirteen Women,5.7,6.0,59.0,"['drama', 'mystery']",1932
Journey 2: The Mysterious Island,5.8,1050.0,94.0,"['adventure', 'action', 'science fiction']",2012
Stella Does Tricks,6.2,5.0,99.0,['drama'],1997
Valerie,6.7,3.0,80.0,"['comedy', 'foreign']",2007
The Boys,6.6,8.0,100.0,"['drama', 'war']",1962
Hoodoo Ann,5.3,3.0,65.0,[],1916
Perfect Sense,6.9,298.0,92.0,"['drama', 'science fiction', 'romance']",2011
The Shrine,5.8,81.0,85.0,['horror'],2010
Israeli Intelligence,4.3,2.0,40.0,"['action', 'comedy']",2007
Johnny Cash at Folsom Prison,0.0,0.0,60.0,['music'],2008
Fake,5.0,3.0,0.0,"['thriller', 'crime', 'mystery']",2010
Forest of Bliss,6.0,2.0,90.0,[],1986
The Artist,6.8,3.0,0.0,[],2008
Tim and Eric's Billion Dollar Movie,5.2,35.0,94.0,['comedy'],2012
The Pearl,8.3,5.0,85.0,"['adventure', 'drama', 'romance']",1947
Kuningasjätkä,5.8,5.0,81.0,[],1998
Rollo and the Spirit of the Woods,7.0,6.0,92.0,['family'],2001
Beautiful Kate,6.0,22.0,90.0,"['mystery', 'drama']",2009
Chapiteau-Show,6.8,13.0,207.0,['comedy'],2011
Pölynimurikauppiaat,0.0,0.0,,['documentary'],0
Sommer der Gaukler,6.0,1.0,0.0,[],2011
Kokowaah,6.4,103.0,123.0,['comedy'],2011
Hearts of the West,5.1,4.0,102.0,"['comedy', 'western']",1975
When Love Is Not Enough: The Lois Wilson Story,4.4,5.0,96.0,['drama'],2010
Monstrosity,2.3,10.0,64.0,"['horror', 'science fiction']",1963
Sixpack,5.3,6.0,82.0,[],2011
The City Dark,8.7,3.0,0.0,['documentary'],2012
Oka!,2.5,2.0,105.0,['drama'],2011
Bombay Beach,6.5,7.0,80.0,"['documentary', 'drama']",2011
The Little Mermaid,7.0,4.0,77.0,"['family', 'fantasy']",1976
Bodyguards and Assassins,6.5,58.0,139.0,"['drama', 'action', 'history']",2009
The Sorcerer and the White Snake,5.6,58.0,100.0,"['action', 'fantasy']",2011
Flying Swords of Dragon Gate,6.0,56.0,125.0,"['adventure', 'action']",2011
Smokin' Aces 2: Assassins' Ball,5.4,88.0,86.0,"['action', 'comedy', 'crime', 'thriller']",2010
Knuckle,5.1,11.0,97.0,"['documentary', 'foreign']",2011
Winter in Wartime,6.8,66.0,103.0,"['drama', 'history', 'war']",2008
The Three Musketeers,7.0,2.0,73.0,"['adventure', 'action', 'comedy']",1939
Untamed Youth,2.3,3.0,80.0,['drama'],1957
God's Gift To Women,0.0,0.0,72.0,"['comedy', 'romance']",1931
Ricky Rapper and the Bicycle Thief,4.0,1.0,82.0,"['comedy', 'family', 'music', 'foreign']",2010
The Truth About Love,4.2,23.0,94.0,"['romance', 'comedy']",2005
Plans for Tomorrow,5.0,1.0,96.0,['drama'],2010
Born to Be Bad,4.7,3.0,62.0,"['romance', 'drama']",1934
Así es la vida...,5.0,2.0,98.0,"['drama', 'foreign']",2000
The Mysterious X,6.3,4.0,84.0,"['mystery', 'drama']",1914
Le 7ème juré,5.8,6.0,0.0,"['crime', 'drama']",2008
Metallica: A Year and a Half in the Life Of...,6.8,7.0,236.0,"['documentary', 'music']",1992
Balkan Spy,7.4,10.0,92.0,"['drama', 'comedy']",1984
We Were Here,7.6,16.0,90.0,['documentary'],2011
Hot Summer Week,0.0,0.0,79.0,['horror'],1972
Happy End,7.2,11.0,71.0,['comedy'],1967
New York in the 50's,0.0,0.0,72.0,[],2001
The Hunter,6.7,237.0,102.0,"['drama', 'thriller', 'adventure']",2011
The Dead,5.8,65.0,105.0,"['horror', 'action', 'thriller', 'science fiction']",2010
The Love Trap,0.0,0.0,71.0,"['comedy', 'romance']",1929
Kaleidoscope,6.5,2.0,103.0,"['comedy', 'crime']",1966
Ghost Rider: Spirit of Vengeance,4.7,1163.0,95.0,"['action', 'fantasy', 'thriller']",2011
A Monster in Paris,6.5,323.0,90.0,"['adventure', 'animation', 'comedy', 'family', 'fantasy']",2011
The Souler Opposite,0.0,0.0,104.0,[],1998
Film About a Woman Who…,7.0,2.0,90.0,['drama'],1974
"DOS μια ιστορία αγάπης, απ' την ανάποδη",4.0,2.0,0.0,[],2011
Prayers for Bobby,7.5,99.0,88.0,"['drama', 'history', 'tv movie']",2009
Little Criminals,7.6,8.0,91.0,"['crime', 'drama']",1995
Bustin' Down the Door,0.0,0.0,96.0,['documentary'],2008
Love Wrecked,4.8,137.0,87.0,"['family', 'romance']",2005
The World According to Ion B.,8.3,2.0,60.0,[],2009
Territorio comanche,0.0,0.0,0.0,[],1997
Father Takes a Wife,5.0,1.0,79.0,"['comedy', 'romance']",1941
A Very Potter Musical,7.7,20.0,166.0,"['music', 'comedy']",2009
A Very Potter Sequel,7.2,12.0,213.0,"['music', 'comedy']",2010
Once Upon a Time in the North,5.9,8.0,128.0,['drama'],2012
Miss Nobody,4.3,15.0,86.0,"['crime', 'comedy']",2010
Retreat,5.5,83.0,89.0,"['drama', 'thriller', 'horror', 'science fiction']",2011
Guy and Madeline on a Park Bench,6.0,11.0,82.0,"['drama', 'music', 'romance']",2009
The Great Sinner,6.3,2.0,110.0,['drama'],1949
Her Highness and the Bellboy,4.5,4.0,112.0,"['comedy', 'romance']",1945
The Civil War,9.2,15.0,680.0,['documentary'],1990
October Baby,6.8,35.0,107.0,['drama'],2011
Khodorkovsky,3.6,7.0,111.0,"['drama', 'documentary']",2011
The Bear,4.5,1.0,80.0,"['horror', 'action', 'comedy', 'thriller']",2011
Live Music,0.0,0.0,6.0,"['animation', 'music']",2009
Ro.Go.Pa.G.,7.4,7.0,122.0,"['comedy', 'drama']",1963
Paris Belongs to Us,6.8,12.0,141.0,['mystery'],1961
Bag of Bones,5.8,41.0,157.0,"['drama', 'horror']",2011
Mozart's Sister,6.2,13.0,120.0,['drama'],2010
Seven Days in Utopia,5.1,20.0,98.0,['drama'],2011
The Women on the 6th Floor,6.6,90.0,106.0,['comedy'],2010
One of Our Dinosaurs Is Missing,5.6,16.0,100.0,"['action', 'adventure', 'comedy', 'drama', 'family', 'mystery', 'thriller']",1975
Mega Shark vs. Crocosaurus,2.7,39.0,90.0,"['action', 'horror', 'science fiction']",2010
Wrong Turn 4: Bloody Beginnings,5.2,221.0,93.0,"['horror', 'thriller']",2011
Moscow Clad in Snow,6.5,4.0,7.0,['documentary'],1909
Sleep Tight,7.0,206.0,107.0,['thriller'],2011
The Munekata Sisters,0.0,0.0,112.0,['drama'],1950
Arena,5.0,90.0,94.0,"['action', 'thriller', 'science fiction']",2011
Mail Order Bride,0.0,0.0,83.0,"['comedy', 'western']",1964
The Satan Bug,5.6,11.0,114.0,"['mystery', 'science fiction', 'thriller', 'crime']",1965
